GENE_NAMES	UNIPROT_ID	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED	NOTES
TIAM2	Q8IVF5		O97111	1ry4-A	NA	1701	865	978	29.3	21	23	0.798	0.972752	-1	
TIMELESS	Q9UNS1		Q9UNS1	5mqi-A	NA	1208	7	454	100	45	52	0.786	0.972752	-1	
TNN	Q9UQP3		P02678	1n73-E	NA	1299	1012	1276	31.4	65	77	0.794	0.972752	-1	
TNNT3	P45378		P12620	2z5h-T	NA	269	70	103	94.1	7	11	0.798	0.972752	-1	
TOP1MT	Q969P6		P11387	1k4t-A	NA	601	46	601	70.9	91	98	0.79	0.972752	-1	
TRAF4	Q9BUZ4		Q9BUZ4	3zjb-A	NA	470	285	464	100	20	19	0.798	0.972752	-1	
TRIB2	Q92519		Q96RU8	5cem-A	NA	343	61	335	67.5	49	62	0.788	0.972752	-1	
TRPM3	Q9HCF6		Q8TD43	5wp6-D	NA	1732	61	1292	29.5	203	227	0.793	0.972752	-1	
TSC22D2	O75157		P80220	1dip-B	NA	780	694	748	70.9	13	19	0.789	0.972752	-1	
TSPAN1	O60635		P60033	5tcx-A	NA	241	3	241	29.8	23	23	0.788	0.972752	-1	
TTC21B	Q7Z4L5		C4XPQ7	4xi0-A	NA	1316	631	779	24	23	27	0.792	0.972752	-1	
TTLL7	Q6ZT98		Q6ZT98	4yls-A	NA	887	40	484	100	63	75	0.793	0.972752	-1	
TTN	Q8WZ42		Q3UH53	5k6w-B	NA	34350	9001	9474	21.1	99	113	0.791	0.972752	-1	
TUBGCP2	Q9BSJ2		Q9UGJ1	3rip-A	NA	902	217	764	20.7	65	70	0.79	0.972752	-1	
TUBGCP6	Q96RT7		Q9UGJ1	3rip-A	NA	1819	1600	1816	27.8	28	29	0.798	0.972752	-1	
UBE3A	Q05086		Q05086	2kr1-A	NA	875	24	87	100	12	18	0.791	0.972752	-1	
UBTD2	Q8WUN7		Q8WUN7	1ttn-A	NA	234	149	228	100	13	15	0.794	0.972752	-1	
UBTF	P17480		P17480	1k99-A	NA	764	103	192	100	16	20	0.798	0.972752	-1	
UFSP2	Q9NUQ7		Q99K23	3oqc-A	NA	469	7	469	84.5	47	52	0.793	0.972752	-1	
USH2A	O75445		P02751	1fnf-A	NA	5202	3445	3771	22.8	74	90	0.792	0.972752	-1	
USP44	Q9H0E7		Q9Y5T5	2i50-A	NA	712	7	86	32	12	11	0.798	0.972752	-1	
VCAN	P13611		P98066	2n40-A	NA	3396	260	348	33.7	24	32	0.794	0.972752	-1	
VILL	O15195		Q28372	1d0n-A	NA	856	9	714	40.3	75	82	0.794	0.972752	-1	
VTI1A	Q96AJ9	S	Q9JI51	2nps-C	NA	217	115	190	98.7	9	11	0.785	0.972752	0.93037	
WARS	P23381		P23381	1r6t-A	NA	471	7	466	100	60	70	0.797	0.972752	-1	
XRRA1	Q6P2D8		Q72NS0	4u09-B	NA	792	135	408	27.4	35	39	0.795	0.972752	-1	
YOD1	Q5VVQ6		Q5VVQ6	4boq-A	NA	348	135	309	100	23	27	0.783	0.972752	-1	
YTHDF2	Q9Y5A9		Q9Y5A9	4wqn-A	NA	579	398	548	100	23	29	0.789	0.972752	-1	
ZFHX4	Q86UP3		Q14587	2en7-A	NA	3567	1352	1377	38.5	10	23	0.785	0.972752	-1	
ZFHX4	Q86UP3		Q969G2	5hod-A	NA	3567	2883	2943	49.2	16	25	0.799	0.972752	-1	
ZFP2	Q6ZN57		Q07230	2i13-A	NA	461	27	180	44.2	38	46	0.787	0.972752	-1	
ZHX1	Q9UKY1		Q9UKY1	2ecb-A	NA	873	565	640	100	11	12	0.786	0.972752	-1	
ZHX3	Q9H4I2		Q9H4I2	2dn0-A	NA	956	494	556	100	10	10	0.783	0.972752	-1	
ZKSCAN7	Q9P0L1		P17028	3lhr-B	NA	754	48	138	64.8	18	21	0.785	0.972752	-1	
ZNF117	Q03924		D9IWL3	5v3g-A	NA	483	358	481	50.8	21	22	0.794	0.972752	-1	
ZNF124	Q15973		Q07120	2kmk-A	NA	351	65	146	34.1	7	10	0.783	0.972752	-1	
ZNF142	P52746		Q07230	2i13-A	NA	1687	161	242	32.9	11	16	0.786	0.972752	-1	
ZNF17	P17021		D9IWL3	5v3g-A	NA	662	467	633	54.5	24	31	0.784	0.972752	-1	
ZNF184	Q99676		Q96SE7	2ema-A	NA	751	245	277	69.7	13	15	0.792	0.972752	-1	
ZNF223	Q9UK11		Q07230	2i13-A	NA	482	141	282	49.3	30	32	0.791	0.972752	-1	
ZNF236	Q9UL36		P03001	1tf6-A	NA	1845	965	1168	27.8	21	30	0.787	0.972752	-1	
ZNF25	P17030		Q07230	2i13-B	NA	456	100	218	45.4	26	25	0.786	0.972752	-1	
ZNF250	P15622		Q07230	2i13-A	NA	560	236	389	55.2	18	19	0.786	0.972752	-1	
ZNF286B	P0CG31		O60481	2rpc-A	NA	522	157	270	27	24	25	0.793	0.972752	-1	
ZNF320	A2RRD8		P49711	5und-A	NA	509	214	380	33.9	40	45	0.799	0.972752	-1	
ZNF407	Q9C0G0		P49711	5k5j-A	NA	2248	1713	1800	40.5	12	15	0.783	0.972752	-1	
ZNF41	P51814		D9IWL3	5v3g-A	NA	821	618	784	54.5	28	35	0.79	0.972752	-1	
ZNF420	Q8TAQ5		Q07230	2i13-A	NA	688	260	413	56.5	28	31	0.799	0.972752	-1	
ZNF491	Q8N8L2		P49711	5und-A	NA	437	72	238	27.9	27	36	0.796	0.972752	-1	
ZNF516	Q92618		Q9NQV7	5eh2-E	NA	1163	240	357	29.4	15	18	0.786	0.972752	-1	
ZNF519	Q8TB69		D9IWL3	5v3g-A	NA	540	457	539	55.4	12	13	0.79	0.972752	-1	
ZNF566	Q969W8		Q8BG62	1v65-A	NA	418	6	48	44.2	12	13	0.799	0.972752	-1	
ZNF567	Q8N184		D9IWL3	5v3g-A	NA	647	390	556	60.5	37	42	0.798	0.972752	-1	
ZNF599	Q96NL3		D9IWL3	5v3g-A	NA	588	476	586	51.4	16	23	0.787	0.972752	-1	
ZNF655	Q8N720		D9IWL3	5v3g-A	NA	491	377	489	42.5	21	25	0.792	0.972752	-1	
ZNF699	Q32M78		P25490	1ubd-C	NA	642	534	638	46.8	16	19	0.783	0.972752	-1	
ZNF699	Q32M78		Q9HAZ2	2n1i-A	NA	642	96	191	21.6	15	16	0.792	0.972752	-1	
ZNF700	Q9H0M5		P49711	1x6h-A	NA	742	668	736	30.1	8	12	0.797	0.972752	-1	
ZNF805	Q5CZA5		P49711	5und-A	NA	627	284	450	37.9	20	22	0.784	0.972752	-1	
ZNF814	B7Z6K7		Q8BG62	1v65-A	NA	855	15	55	46.3	10	11	0.791	0.972752	-1	
ZNF83	P51522		P49711	5und-A	NA	516	230	396	36.3	23	25	0.798	0.972752	-1	
ZNF836	Q6ZNA1		Q07230	2i13-A	NA	936	143	324	41.8	28	32	0.784	0.972752	-1	
ZSCAN10	Q96SZ4		D9IWL3	5v3g-A	NA	725	548	720	51.5	24	30	0.799	0.972752	-1	
ZSCAN20	P17040		Q07230	2i13-A	NA	1043	697	788	69.6	17	21	0.799	0.972752	-1	
DSTN	P60981		P60982	1ak6-A	NA	165	2	165	100	24	26	0.8	0.973269	-1	
FBN2	P35556		Q04721	5mwb-A	NA	2912	1728	1850	24.8	25	28	0.8	0.973269	-1	
GPR63	Q9BZJ6		P07700	2ycz-A	NA	419	79	396	25.4	64	78	0.8	0.973269	-1	
HIPK2	Q9H2X6		Q13627	4yu2-A	NA	1198	197	530	39.3	44	46	0.8	0.973269	-1	
KRT79	Q5XKE5		P08670	3uf1-D	NA	535	189	293	30.5	20	21	0.8	0.973269	-1	
MARS	P56192		P56192	5gl7-A	NA	900	226	822	100	83	78	0.8	0.973269	-1	
OR4S1	Q8NGB4		P21554	5tgz-A	NA	309	36	300	24.3	56	70	0.8	0.973269	-1	
PSG2	P11465		P06731	1e07-A	NA	335	35	322	55.9	104	134	0.8	0.973269	-1	
SMC1B	Q8NDV3		P51834	5h67-B	NA	1235	1033	1216	30.9	20	23	0.8	0.973269	-1	
TUBB	P07437		P07437	5n5n-F	NA	444	1	426	100	36	41	0.8	0.973269	-1	
USP13	Q92995		P40818	3n3k-A	NA	863	327	606	26.6	48	54	0.8	0.973269	-1	
ZNF852	Q6ZMS4		D9IWL3	5v3g-A	NA	543	436	496	62.3	11	13	0.8	0.973269	-1	
C15orf40	Q8WUR7		Q8XCU6	1yh5-A	NA	153	52	142	33	11	13	0.801	0.973612	-1	
CASTOR3	Q8NAP1		Q8WTX7	5gt7-A	NA	163	38	161	65.3	21	23	0.801	0.973612	-1	
CKMT2	P17540		P17540	4z9m-G	NA	419	42	414	100	65	74	0.801	0.973612	-1	
COL7A1	Q02388		P10646	1irh-A	NA	2944	2862	2932	38	10	13	0.801	0.973612	-1	
DMBT1	Q9UGM3		P30203	5a2e-A	NA	2413	100	465	38	43	54	0.801	0.973612	-1	
DUSP6	Q16828		Q16828	1hzm-A	NA	381	1	154	100	15	16	0.801	0.973612	-1	
FBLIM1	Q8WUP2		P25791	4kfz-B	NA	373	153	296	28.4	19	24	0.801	0.973612	-1	
KIFAP3	Q92845		P39968	5xjg-C	NA	792	277	532	24.3	36	42	0.801	0.973612	-1	
MUC16	Q8WXI7		Q9D1H1	1ivz-A	NA	14507	12221	12345	29.4	32	38	0.801	0.973612	-1	
PDLIM5	Q96HC4		Q96HC4	2dar-A	NA	596	400	476	100	13	14	0.801	0.973612	-1	
RASL10B	Q96S79		Q96HU8	2erx-A	NA	203	5	174	38.6	26	29	0.801	0.973612	-1	
RIOK1	Q9BRS2		Q9BRS2	4otp-A	NA	568	163	430	100	29	29	0.801	0.973612	-1	
SATB1	Q01826		Q01826	3tuo-C	NA	763	71	170	100	18	21	0.801	0.973612	-1	
STIM2	Q9P246		Q9P246	2l5y-A	NA	746	62	205	100	17	18	0.801	0.973612	-1	
THSD7B	Q9C0I4		P35446	1vex-A	NA	1608	395	482	21.4	19	22	0.801	0.973612	-1	
DCHS1	Q96JQ0		Q91XX9	5szn-A	NA	3298	47	573	37.1	90	108	0.802	0.973895	-1	
EPS8L3	Q8TE67		Q8R5F8	2cy5-A	NA	593	21	151	35.6	30	35	0.802	0.973895	-1	
FNBP1L	Q5T0N5		Q96RU3	2efl-A	NA	605	1	287	57.6	34	36	0.802	0.973895	-1	
GREM1	O60565		O60565	5aej-D	NA	184	72	184	100	16	20	0.802	0.973895	-1	
MYH2	Q9UKX2		P12883	4xa3-A	NA	1941	1367	1431	90.8	22	39	0.802	0.973895	-1	
NDP	Q00604		Q00604	5bqe-B	NA	133	33	133	100	14	14	0.802	0.973895	-1	
NXN	Q6DKJ4		O77404	1o73-A	NA	435	175	307	41.8	23	28	0.802	0.973895	-1	
OR13F1	Q8NGS4		O43614	5ws3-A	NA	319	12	138	22.8	43	52	0.802	0.973895	-1	
OR2V2	Q96R30		P29274	4uhr-A	NA	315	27	304	23.5	62	71	0.802	0.973895	-1	
PTPRF	P10586		P10586	2yd8-A	NA	1907	30	227	100	27	36	0.802	0.973895	-1	
RBM28	Q9NW13		P11940	2d9p-A	NA	759	475	587	22.8	17	18	0.802	0.973895	-1	
SBF1	O95248		Q6ZPE2	1v5u-A	NA	1868	1762	1865	97.1	14	21	0.802	0.973895	-1	
SLC25A22	Q9H936		P18238	4c9q-B	NA	323	4	300	25.2	30	32	0.802	0.973895	-1	
SLC7A8	Q9UHI5		P60063	5j4i-A	NA	535	35	373	24.6	41	45	0.802	0.973895	-1	
SPAG6	O75602		Q9C2K9	4rxh-B	NA	509	77	409	23.4	65	73	0.802	0.973895	-1	
ZNF337	Q9Y3M9		D9IWL3	5v3g-A	NA	751	485	651	59.3	20	21	0.802	0.973895	-1	
CST1	P01037		P28325	1rn7-A	NA	141	31	140	59.5	26	38	0.803	0.974119	-1	
CUL9	Q8IWT3		Q9Y4X5	5tte-B	NA	2517	1997	2417	25.8	41	46	0.803	0.974119	-1	
CUZD1	Q86UP6		P07911	4wrn-A	NA	607	275	541	24.1	40	43	0.803	0.974119	-1	
DDX20	Q9UHI6		Q9UHI6	3b7g-A	NA	824	62	266	100	22	31	0.803	0.974119	-1	
HUS1B	Q8NHY5		O60921	3ggr-B	NA	278	3	278	48.9	50	51	0.803	0.974119	-1	
IP6K1	Q92551		P07250	2iew-A	NA	441	204	433	29.1	18	24	0.803	0.974119	-1	
KCNE1	P15382		P15382	2k21-A	NA	129	1	129	100	29	39	0.803	0.974119	-1	
KRT34	O76011		P13645	4zry-A	NA	436	296	403	54.6	32	38	0.803	0.974119	-1	
PAM	P19021		P14925	3fw0-A	NA	973	495	817	92.3	45	51	0.803	0.974119	-1	
PDGFRB	P09619	S	P09619	3mjg-Y	NA	1106	34	312	100	44	50	0.803	0.974119	0.93724	
PRPF40B	Q6NWY9		O14776	3hfh-B	NA	871	278	396	20.8	14	17	0.803	0.974119	-1	
PTPRT	O14522	S	Q92932	2qep-A	NA	1441	1171	1441	32.9	84	125	0.803	0.974119	0.93724	
SELENOV	P59797		P63300	2npb-A	NA	346	265	339	51.3	12	12	0.803	0.974119	-1	
STAG3L4	Q8TBR4		Q8N3U4	4pjw-A	NA	150	29	150	68	14	18	0.803	0.974119	-1	
TKTL1	P51854		P29401	4kxu-A	NA	596	15	594	59.7	111	118	0.803	0.974119	-1	
ZNF407	Q9C0G0		P10074	5yj3-D	NA	2248	844	897	27.8	8	12	0.803	0.974119	-1	
ZNF595	Q8IYB9		Q07230	2i13-A	NA	648	209	362	55.2	21	21	0.803	0.974119	-1	
ANGPT2	O15123		O15123	4jzc-A	NA	496	279	496	100	30	34	0.804	0.974343	-1	
CAPN13	Q6MZZ7		P07384	2ary-A	NA	669	14	333	43.5	69	90	0.804	0.974343	-1	
CEACAM21	Q3KPI0		Q61354	5vst-A	NA	293	35	232	48.5	32	36	0.804	0.974343	-1	
CST2	P09228		P01034	1tij-A	NA	141	27	141	58.3	29	39	0.804	0.974343	-1	
CUL7	Q14999		Q14999	2jng-A	NA	1698	360	435	100	12	16	0.804	0.974343	-1	
DUOX1	Q9NRD9		K9WT99	5o0t-A	NA	1551	1023	1272	23.5	32	29	0.804	0.974343	-1	
ERCC6L	Q2NKX8		Q7ZV09	1z3i-X	NA	1250	92	632	32.9	56	62	0.804	0.974343	-1	
FAM126B	Q8IXS8		Q9BYI3	5dse-D	NA	530	7	287	67.6	24	28	0.804	0.974343	-1	
GJD2	Q9UKL4		P29033	2zw3-D	NA	321	3	275	36.5	50	61	0.804	0.974343	-1	
IGSF9	Q9P2J2		Q9P2J2	1v5j-A	NA	1179	624	718	100	19	24	0.804	0.974343	-1	
KBTBD4	Q9NVX7		Q8IXQ5	3ii7-A	NA	518	282	455	24.2	26	28	0.804	0.974343	-1	
RNF113B	Q8IZP6		Q8IZP6	2csy-A	NA	322	246	313	100	8	13	0.804	0.974343	-1	
SLC5A6	Q9Y289		P96169	2xq2-A	NA	635	25	464	24.1	62	69	0.804	0.974343	-1	
SRSF6	Q13247		P08199	1fje-B	NA	344	4	178	25.3	35	41	0.804	0.974343	-1	
ST3GAL5	Q9UNP4		Q9UJ37	6apl-C	NA	418	156	408	26.4	25	25	0.804	0.974343	-1	
ULBP3	Q9BZM4		Q9BZM4	1kcg-C	NA	244	30	207	100	32	37	0.804	0.974343	-1	
ZNF780A	O75290		Q86T24	2lt7-A	NA	641	151	254	31.8	19	20	0.804	0.974343	-1	
ANKRD31	Q8N7Z5		P16157	1n11-A	NA	1873	464	636	25.8	17	17	0.805	0.974858	-1	
HOXA1	P49639		P14653	1b72-A	NA	335	202	289	84.1	17	33	0.805	0.974858	-1	
KDM4C	Q9H3R0		P55201	5erc-A	NA	1056	711	849	40.9	26	25	0.805	0.974858	-1	
MINDY3	Q9H8M7		Q868D4	2jnf-A	NA	445	299	365	28.4	13	15	0.805	0.974858	-1	
OR2M7	Q8NG81		P29274	4uhr-A	NA	312	32	305	23	106	142	0.805	0.974858	-1	
PDPR	Q8NCN5		Q9UI17	5l46-A	NA	879	42	817	32.4	123	134	0.805	0.974858	-1	
PRPS1L1	P21108		P60891	4lyg-B	NA	318	3	317	94.3	77	94	0.805	0.974858	-1	
SGSM1	Q2NKQ1		Q8BPQ7	4qxa-B	NA	1148	254	452	84.4	23	28	0.805	0.974858	-1	
SRBD1	Q8N5C6		Q9HTY8	2oce-A	NA	995	224	991	33.6	97	98	0.805	0.974858	-1	
SSPO	A2VEC9		P07996	3r6b-A	NA	5150	3811	3866	45.6	8	11	0.805	0.974858	-1	
TSPYL1	Q9H0U9		Q01105	2e50-P	NA	437	229	410	38.7	21	23	0.805	0.974858	-1	
ZNF730	Q6ZMV8		Q07230	2i13-A	NA	503	143	278	48.9	18	24	0.805	0.974858	-1	
A1CF	Q9NQ94		Q9NQ94	2cpd-A	NA	594	223	308	100	17	18	0.808	0.974936	-1	
AAR2	Q9Y312		P32357	4ilg-A	NA	384	20	313	25.7	40	43	0.809	0.974936	-1	
ACOXL	Q9NUZ1		P07872	1is2-A	NA	547	54	534	33.5	85	97	0.808	0.974936	-1	
ACTBL2	Q562R1		P60709	3lue-J	NA	376	3	376	91.7	70	83	0.808	0.974936	-1	
ADAL	Q6DHV7		Q7RMV2	2amx-A	NA	355	11	342	24.7	27	28	0.806	0.974936	-1	
ADAMTS15	Q8TE58		O75173	4wki-A	NA	950	215	434	59.7	21	23	0.807	0.974936	-1	
ADH1B	P00325		P00325	1u3v-B	NA	375	2	375	100	103	121	0.806	0.974936	-1	
ADRA2B	P18089		P35462	3pbl-A	NA	450	22	441	31.8	50	60	0.809	0.974936	-1	
ALDH18A1	P54886		P0A7B5	2j5t-E	NA	795	69	353	34	36	38	0.808	0.974936	-1	
ANKS1A	Q92625		P28693	1sgg-A	NA	1134	769	829	32.8	10	11	0.808	0.974936	-1	
ARC	Q7LC44		Q63053	4x3x-A	NA	396	278	361	96.4	18	21	0.806	0.974936	-1	
ARHGAP10	A1A4S6		Q8NEU8	5c5b-D	NA	786	14	367	22.6	52	52	0.808	0.974936	-1	
ARHGEF7	Q14155		Q14155	1by1-A	NA	803	260	467	100	31	32	0.806	0.974936	-1	
ARL14	Q8N4G2		P18085	1z6x-A	NA	192	1	172	44.8	30	30	0.807	0.974936	-1	
ATOH1	Q92858		Q60867	2ql2-D	NA	354	160	216	61.4	11	12	0.809	0.974936	-1	
ATP7A	Q04656		Q04656	2kmv-A	NA	1500	1051	1231	100	37	43	0.808	0.974936	-1	
ATP8B4	Q8TF62		P04191	3w5c-A	NA	1192	372	932	22.2	88	110	0.806	0.974936	-1	
BARD1	Q99728		Q99728	3c5r-A	NA	777	425	546	100	22	23	0.807	0.974936	-1	
BCAM	P50895		Q8NFP4	5xeq-B	NA	628	281	530	26	35	40	0.807	0.974936	-1	
CCNE1	P24864	S	P24864	1w98-B	NA	410	103	372	100	45	53	0.807	0.974936	0.940004	
CDA	P32320		P32320	1mq0-A	NA	146	13	142	100	25	26	0.806	0.974936	-1	
CHMP2A	O43633		Q9Y3E7	2gd5-D	NA	222	8	140	26.3	15	17	0.809	0.974936	-1	
CHRDL1	Q9BU40		P02458	5nir-B	NA	450	254	317	29.7	10	13	0.806	0.974936	-1	
CMYA5	Q8N3K9		O15344	5im8-A	NA	4069	3646	3702	23.3	10	14	0.808	0.974936	-1	
COL11A2	P13942		P02452	5k31-F	NA	1736	1542	1735	37.3	23	26	0.807	0.974936	-1	
CSMD2	Q7Z408		P98066	2wno-A	NA	3487	1270	1382	33.3	30	41	0.806	0.974936	-1	
DAXX	Q9UER7	"C,S"	Q9UER7	5y6o-E	NA	740	58	144	100	16	18	0.808	0.974936	0.940218	
DAZL	Q92904		P22626	5ho4-A	NA	295	9	119	30.4	15	16	0.809	0.974936	-1	
DCTN5	Q9BTE1		Q9BTE1	5nw4-h	NA	182	18	182	100	20	25	0.809	0.974936	-1	
DIRAS2	Q96HU8		Q96HU8	2erx-A	NA	199	6	176	100	30	47	0.806	0.974936	-1	
DUSP27	Q5VZP5		Q68J44	2y96-A	NA	1158	110	279	45.6	49	68	0.808	0.974936	-1	
FBXO43	Q4G163		Q9UKT4	4ui9-S	NA	708	573	697	38.9	16	20	0.807	0.974936	-1	
FHOD3	Q2V2M9		O08808	3o4x-H	NA	1422	879	1272	20.8	55	75	0.806	0.974936	-1	
FOXRED2	Q8IWF2		Q47PU3	4ovi-A	NA	684	28	232	26.3	29	36	0.808	0.974936	-1	
FXR2	P51116		P51116	3h8z-A	NA	673	13	131	100	9	12	0.808	0.974936	-1	
GCA	P28676		P28676	1f4q-B	NA	217	53	217	100	30	34	0.809	0.974936	-1	
GRB10	Q13322		O43639	1wx6-A	NA	594	417	482	27.3	13	12	0.809	0.974936	-1	
HRASLS5	Q96KN8		P53816	2kyt-A	NA	279	128	245	55.8	27	30	0.809	0.974936	-1	
LINGO2	Q7L985		Q96FE5	2id5-B	NA	606	28	500	65.5	135	187	0.809	0.974936	-1	
LLGL1	Q15334		Q12038	2oaj-A	NA	1064	19	463	20.3	49	54	0.808	0.974936	-1	
LRP12	Q9Y561		P09871	4lmf-A	NA	859	59	374	22.9	60	77	0.809	0.974936	-1	
MAP4K3	Q8IVH8	M	Q8IVH8	5j5t-A	NA	894	13	314	100	43	44	0.806	0.974936	0.939789	
MMACHC	Q9Y4U1		Q9Y4U1	3sbz-A	NA	282	2	235	100	29	34	0.807	0.974936	-1	
MPP7	Q5T2T1		Q5T2T1	3o46-A	NA	576	136	219	100	14	17	0.808	0.974936	-1	
MYBPC3	Q14896		Q14896	2mq0-A	NA	1274	453	543	100	13	13	0.807	0.974936	-1	
NAXE	Q8NCW5		Q8K4Z3	3roe-F	NA	288	56	288	94.8	28	30	0.808	0.974936	-1	
NFRKB	Q6P4R8		Q6P4R8	3u21-A	NA	1299	372	483	100	12	12	0.806	0.974936	-1	
NUAK1	O60285		O74536	3h4j-B	NA	661	55	365	39.6	63	75	0.807	0.974936	-1	
OBSCN	Q5VST9		Q5VST9	4c4k-O	NA	7968	9	100	100	17	19	0.806	0.974936	-1	
OLFM4	Q6UX06		O88998	5amo-B	NA	510	215	507	31.5	65	74	0.809	0.974936	-1	
OR2B11	Q5JQS5		P29274	2ydv-A	NA	317	40	309	25	81	103	0.808	0.974936	-1	
OR2K2	Q8NGT1		P21554	5tgz-A	NA	345	32	333	22.4	54	56	0.806	0.974936	-1	
OR9G1	Q8NH87		P21453	3v2y-A	NA	305	28	145	25.4	33	42	0.807	0.974936	-1	
PARD6B	Q9BYG5		Q9NPB6	1wmh-B	NA	372	17	96	56.2	15	19	0.808	0.974936	-1	
PCDHB14	Q9Y5E9		Q91XX9	5szn-A	NA	798	31	556	44	138	158	0.809	0.974936	-1	
PCDHGA6	Q9Y5G7		Q9H251	5tfm-A	NA	932	558	666	32.5	33	48	0.809	0.974936	-1	
PHETA1	Q8N4B1		Q9Y2H5	2yry-A	NA	249	4	112	31.2	16	17	0.808	0.974936	-1	
PLXNA3	P51805		P70206	5l5c-A	NA	1871	22	1204	58.7	168	178	0.808	0.974936	-1	
PLXNB1	O43157		P70206	5l5c-A	NA	2135	925	1471	30.3	68	75	0.807	0.974936	-1	
PPCS	Q9HAB8		Q9HAB8	1p9o-A	NA	311	18	307	100	39	46	0.806	0.974936	-1	
PTK7	Q13308		Q0WYX8	5oj2-B	NA	1070	146	691	24.8	76	85	0.808	0.974936	-1	
RAD51D	O75771		P95547	2cvh-B	NA	328	81	318	29.1	28	33	0.809	0.974936	-1	
SCLY	Q96I15		Q96I15	3gzc-A	NA	445	29	444	100	56	59	0.807	0.974936	-1	
SCML2	Q9UQR0		Q9UQR0	2mem-A	NA	700	354	468	100	21	24	0.807	0.974936	-1	
SEC23B	Q15437		Q15436	5kyn-A	NA	767	3	764	84.8	113	128	0.809	0.974936	-1	
SELL	P14151		P08603	2qfg-A	NA	372	189	336	30.7	25	31	0.808	0.974936	-1	
SF3B4	Q15427		P49960	2l9w-A	NA	424	185	200	31.2	7	10	0.808	0.974936	-1	
SLC2A2	P11168		P11166	4pyp-A	NA	524	7	487	54.7	84	99	0.808	0.974936	-1	
SLC5A7	Q9GZV3		P96169	2xq2-A	NA	580	7	446	24.5	107	129	0.806	0.974936	-1	
SLIT2	O94813		O94813	2v9s-A	NA	1529	272	478	100	54	82	0.809	0.974936	-1	
SNX32	Q86XE0		B1H267	3hpc-X	NA	403	16	169	70.8	23	28	0.809	0.974936	-1	
SSPO	A2VEC9		Q76LX8	3vn4-A	NA	5150	1892	1970	38.8	16	23	0.808	0.974936	-1	
SUSD1	Q6UWL2		P17927	2q7z-A	NA	747	179	335	25.3	26	30	0.808	0.974936	-1	
TAF4	O00268		O00268	2p6v-A	NA	1085	583	679	100	16	22	0.808	0.974936	-1	
TBC1D9	Q6ZT07		P37235	5t7c-A	NA	1266	812	936	29.6	10	15	0.807	0.974936	-1	
TENM3	Q9P273		P9WI79	1rwi-A	NA	2699	1261	1495	24	44	62	0.809	0.974936	-1	
TTN	Q8WZ42		Q0E9I4	3dmk-A	NA	34350	8229	8979	23.7	188	217	0.808	0.974936	-1	
UGT1A8	Q9HAW9		Q3HTL7	2iya-A	NA	530	43	446	21.9	62	84	0.809	0.974936	-1	
USP4	Q13107		Q13107	2y6e-A	NA	963	297	925	100	42	48	0.809	0.974936	-1	
ZIM2	Q9NZV7		Q07230	2i13-A	NA	527	288	350	30.6	22	29	0.806	0.974936	-1	
ZNF273	Q14593		D9IWL3	5v3g-A	NA	569	427	568	54.2	22	22	0.808	0.974936	-1	
ZNF816	Q0VGE8		P49711	5t0u-A	NA	651	369	532	36.3	29	32	0.808	0.974936	-1	
CDH9	Q9ULB4		P15116	3q2w-A	NA	789	54	589	32.4	222	299	0.81	0.975274	-1	
CREB3L4	Q8TEY5		P05411	2h7h-A	NA	395	219	279	41	10	12	0.81	0.975274	-1	
FIGN	Q5HY92		P53549	5mp9-L	NA	759	386	700	26.6	59	82	0.81	0.975274	-1	
GALNS	P34059		P34059	4fdi-A	NA	522	29	522	100	62	73	0.81	0.975274	-1	
GFRAL	Q6UXV0		Q6UXV0	5vz4-B	NA	394	129	318	100	79	104	0.81	0.975274	-1	
GNGT1	P63211		P02698	2trc-G	NA	74	1	68	98.5	13	17	0.81	0.975274	-1	
LAMA1	P25391		P02469	4aqs-A	NA	3075	1355	1542	29.3	37	44	0.81	0.975274	-1	
LNX2	Q8N448		Q8N448	5e22-A	NA	690	336	425	100	12	14	0.81	0.975274	-1	
NRCAM	Q92823		D0VWS0	3b43-A	NA	1304	56	634	21.6	83	95	0.81	0.975274	-1	
OR6M1	Q8NGM8		P29274	4uhr-A	NA	313	39	312	22.4	79	93	0.81	0.975274	-1	
POLD3	Q15054		Q15054	3e0j-F	NA	466	2	144	100	16	17	0.81	0.975274	-1	
PRKCA	P17252		P17252	4ra4-A	NA	672	332	666	100	50	55	0.81	0.975274	-1	
RAB3IL1	Q8TBN0		Q8TBN0	4li0-D	NA	382	79	147	100	9	10	0.81	0.975274	-1	
RPS6KA2	Q15349		P51812	5d9k-B	NA	733	53	350	91.3	39	52	0.81	0.975274	-1	
TNFSF13B	Q9Y275		Q9Y275	4zch-B	NA	285	141	285	100	23	24	0.81	0.975274	-1	
ABCC4	O15439		Q8HXQ5	6bhu-A	NA	1325	9	1277	36.6	176	189	0.812	0.975418	-1	
ACACB	O00763		O00763	5kkn-C	NA	2458	241	760	100	77	98	0.812	0.975418	-1	
BTN3A1	O00481		O00481	4f9p-A	NA	513	30	242	100	20	24	0.811	0.975418	-1	
